Effective From:Â June 01,2020	Product Name	Rs./litreE10 Gasoline	72.03Altron Premium	74.52Action + Diesel	80.15LDO	38.14SKO	35.56JP-1	24.85	
Altron Plus Diesel	75.72
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 01,2010	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	89.19
Altron Premium	75.08
Altron Plus Diesel	76.8
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 01,2010	
Product Name	Rs./litre
E10 Gasoline	70.64
HOBC	87.56
Altron Premium	73.14
Altron Plus Diesel	73.39
LDO	0
SKO	0
JP-1	0
	
Effective From:Â March 01,2010	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	86.06
Altron Premium	70.57
Altron Plus Diesel	69.89
LDO	0
SKO	0
JP-1	0
	
Effective From:Â February 01,2010	
Product Name	Rs./litre
E10 Gasoline	62.61
HOBC	86.84
Altron Premium	71.21
Altron Plus Diesel	71.86
LDO	0
SKO	0
JP-1	0
	
Effective From:Â January 01,2010	
Product Name	Rs./litre
E10 Gasoline	62.61
HOBC	79.43
Altron Premium	65.11
Altron Plus Diesel	68.56
LDO	0
SKO	0
JP-1	0
	
Effective From:Â December 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.52
Altron Premium	66
Altron Plus Diesel	70.52
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	75.59
Altron Premium	61.63
Altron Plus Diesel	64.79
LDO	0
SKO	0
JP-1	0
	
Effective From:Â October 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	75.59
Altron Premium	61.63
Altron Plus Diesel	64.79
LDO	0
SKO	0
JP-1	0
	
Effective From:Â September 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.39
Altron Premium	65.26
Altron Plus Diesel	66
LDO	0
SKO	0
JP-1	0
	
Effective From:Â August 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	77.01
Altron Premium	60.46
Altron Plus Diesel	61.41
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 09,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	78.78
Altron Premium	62.13
Altron Plus Diesel	62.65
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 08,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.54
Altron Premium	50.53
Altron Plus Diesel	53.37
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	78.78
Altron Premium	62.13
Altron Plus Diesel	62.65
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	70.28
Altron Premium	56.21
Altron Plus Diesel	55.71
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 22,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	70.28
Altron Premium	56.21
Altron Plus Diesel	55.71
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â March 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â February 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â January 01,2009	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â December 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	57.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â December 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	72.08
Altron Premium	51.66
Altron Plus Diesel	57.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	81.08
Altron Premium	66.66
Altron Plus Diesel	61.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	76.66
Altron Plus Diesel	64.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â October 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	81.66
Altron Plus Diesel	68.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â October 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	81.66
Altron Plus Diesel	68.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â September 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96
Altron Premium	81.66
Altron Plus Diesel	68.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â September 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	86.66
Altron Plus Diesel	64.64
LDO	0
SKO	0
JP-1	0
	
Effective From:Â August 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	86.66
Altron Plus Diesel	64.64
LDO	0
SKO	0
JP-1	0
	
Effective From:Â August 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	86.66
Altron Plus Diesel	64.64
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 21,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	96.08
Altron Premium	86.66
Altron Plus Diesel	64.64
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	88.85
Altron Premium	75.69
Altron Plus Diesel	55.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 29,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	88.85
Altron Premium	75.69
Altron Plus Diesel	55.14
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 22,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.77
Altron Premium	68.81
Altron Plus Diesel	50.13
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.77
Altron Premium	68.81
Altron Plus Diesel	50.13
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.77
Altron Premium	68.81
Altron Plus Diesel	50.13
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	80.77
Altron Premium	68.81
Altron Plus Diesel	50.13
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 18,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	77.77
Altron Premium	65.81
Altron Plus Diesel	47.13
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	74.77
Altron Premium	62.81
Altron Plus Diesel	44.13
LDO	38.59
SKO	41.44
JP-1	0
	
Effective From:Â March 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	74.77
Altron Premium	62.81
Altron Plus Diesel	44.13
LDO	38.59
SKO	41.44
JP-1	0
	
Effective From:Â March 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	69.88
Altron Premium	58.7
Altron Plus Diesel	41.23
LDO	0
SKO	0
JP-1	0
	
Effective From:Â February 16,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	49.98
	
Effective From:Â January 01,2008	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â December 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â December 02,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â November 02,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â October 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â October 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â September 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â September 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â August 25,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â August 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â July 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â May 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	82.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	0
SKO	0
JP-1	0
	
Effective From:Â April 01,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	32.57
SKO	35.23
JP-1	33.53
	
Effective From:Â January 16,2007	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	51.7
Altron Plus Diesel	36.33
LDO	32.57
SKO	35.23
JP-1	31.52
	
Effective From:Â December 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	0
	
Effective From:Â November 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	32.66
	
Effective From:Â October 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	38.04
	
Effective From:Â September 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	38.04
	
Effective From:Â August 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	39.48
	
Effective From:Â July 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	64.88
Altron Premium	53.7
Altron Plus Diesel	37.73
LDO	0
SKO	0
JP-1	0
	
Effective From:Â June 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	38.66
	
Effective From:Â June 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	37.51
	
Effective From:Â May 16,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	38.73
	
Effective From:Â May 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	62.47
Altron Premium	55.55
Altron Plus Diesel	37.29
LDO	32.57
SKO	35.23
JP-1	39.22
	
Effective From:Â January 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	78.78
Altron Premium	62.13
Altron Plus Diesel	62.65
LDO	0
SKO	0
JP-1	0
	
Effective From:Â January 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	99.92
Altron Premium	83.71
Altron Plus Diesel	92.1
LDO	88.3
SKO	84.65
JP-1	83
	
Effective From:Â January 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	112.65
Altron Premium	87.41
Altron Plus Diesel	94.15
LDO	0
SKO	0
JP-1	0
	
Effective From:Â January 01,2006	
Product Name	Rs./litre
E10 Gasoline	0
HOBC	135.81
Altron Premium	103.36
Altron Plus Diesel	107
LDO	0
SKO	0
JP-1	0
